,cancer_type,cellosaurus_id,standard_drug_name,dataset,info,IC50,IC90,EC50,Einf,AUC
16411,kidney,TUHR10TKB,cyanoquinoline 11,All,CTRP2,8.14435,9.25463,6.6454,0.0979361,0.348319
16412,kidney,TUHR10TKB,Cyclophosphamide,All,CTRP2,8.604,9.77288,6.64019,0.048656,0.177461
16413,kidney,TUHR10TKB,cytarabine hydrochloride,All,CTRP2,7.46905,8.88319,5.56404,0.098538,0.444802
16414,kidney,TUHR10TKB,cytochalasin B,All,CTRP2,2.4798,5.06513,2.23988,0.898403,17.9254
16415,kidney,TUHR10TKB,Dacarbazine,All,CTRP2,7.64983,9.15618,5.537,0.0877235,0.419339
16416,kidney,TUHR10TKB,Dactolisib,All,CTRP2,4.79418,11.5367,0.934152,0.442678,11.8194
16417,kidney,TUHR10TKB,Daporinad,All,CTRP2,1.60716,3.80397,0.0661068,0.352683,2.46932
16418,kidney,TUHR10TKB,darinaparsin,All,CTRP2,6.59341,7.95356,4.59047,0.0756944,0.324615
16419,kidney,TUHR10TKB,Dasatinib,All,CTRP2,3.33822,7.74348,2.50059,0.794091,21.0796
16420,kidney,TUHR10TKB,DBeQ,All,CTRP2,3.62673,4.14381,3.62671,0.999965,16.1069
16421,kidney,TUHR10TKB,Decitabine,All,CTRP2,7.39924,8.41933,5.71022,0.0512571,0.162745
16422,kidney,TUHR10TKB,decitabine:carboplatin (1:1 mol/mol),All,CTRP2,7.41943,8.96797,5.5075,0.124439,0.623954
16423,kidney,TUHR10TKB,decitabine:navitoclax (2:1 mol/mol),All,CTRP2,-2.9288,0.0515032,-2.93368,0.998204,56.9962
16424,kidney,TUHR10TKB,dexamethasone,All,CTRP2,6.45313,7.80174,4.58879,0.0915233,0.392496
16425,kidney,TUHR10TKB,docetaxel:tanespimycin (2:1 mol/mol),All,CTRP2,7.65488,35.2133,-7.50017,0.460001,32.3373
16426,kidney,TUHR10TKB,Doramapimod,All,CTRP2,7.74105,8.73879,5.72426,0.0232842,0.0712723
16427,kidney,TUHR10TKB,Doxorubicin,All,CTRP2,0.650794,2.61924,0.646453,0.997577,35.9473
16428,kidney,TUHR10TKB,doxorubicin:navitoclax (2:1 mol/mol),All,CTRP2,-1.3817,-0.157606,-1.3817,0.999997,50.0942
16429,kidney,TUHR10TKB,ELCPK,All,CTRP2,-0.570498,7.92056,-5.33285,0.451541,15.0187
16430,kidney,TUHR10TKB,elocalcitol,All,CTRP2,7.80182,8.97163,5.66564,0.035539,0.128349
16431,kidney,TUHR10TKB,Entinostat,All,CTRP2,2.66942,4.18805,2.65903,0.992483,22.5193
16432,kidney,TUHR10TKB,epigallocatechin-3-monogallate,All,CTRP2,7.84941,9.519,7.2455,0.622297,4.92417
16433,kidney,TUHR10TKB,erastin,All,CTRP2,4.02399,8.48597,2.89977,0.730057,17.6943
16434,kidney,TUHR10TKB,Erlotinib,All,CTRP2,6.90841,9.27572,5.07962,0.30961,2.65938
16435,kidney,TUHR10TKB,erlotinib:PLX-4032 (2:1 mol/mol),All,CTRP2,4.48896,7.52982,3.62403,0.697303,11.0072
16436,kidney,TUHR10TKB,etomoxir,All,CTRP2,9.52794,10.7295,7.82494,0.0850436,0.323481
16437,kidney,TUHR10TKB,Etoposide,All,CTRP2,7.77641,18.141,0.423414,0.347642,12.7504
16438,kidney,TUHR10TKB,ETP-46464,All,CTRP2,8.19405,15.6644,2.88669,0.346996,9.50789
16439,kidney,TUHR10TKB,Fedratinib,All,CTRP2,2.22167,3.94405,2.18775,0.978363,19.9826
16440,kidney,TUHR10TKB,fingolimod,All,CTRP2,3.6615,4.10419,3.66149,0.999993,15.8752
16441,kidney,TUHR10TKB,fluorouracil,All,CTRP2,7.34501,8.40883,6.57611,0.339307,1.34205
16442,kidney,TUHR10TKB,fluvastatin,All,CTRP2,1.3212,3.35625,1.30997,0.993938,31.504
16443,kidney,TUHR10TKB,Foretinib,All,CTRP2,2.50684,3.25814,2.50682,0.999968,23.5677
16444,kidney,TUHR10TKB,FQI-1,All,CTRP2,0.287399,11.0424,-2.4707,0.725487,38.3707
16445,kidney,TUHR10TKB,FQI-2,All,CTRP2,-1.07455,11.5417,-4.08409,0.743771,44.7161
16446,kidney,TUHR10TKB,fumonisin B1,All,CTRP2,10.0093,17.3234,5.62159,0.422263,11.9785
16447,kidney,TUHR10TKB,GANT-61,All,CTRP2,7.9605,9.03933,5.69913,0.0197925,0.0653928
16448,kidney,TUHR10TKB,GDC-0879,All,CTRP2,10.5697,32.3012,-3.53014,0.387568,23.7473
16449,kidney,TUHR10TKB,Gefitinib,All,CTRP2,2.26999,3.77924,2.26437,0.995909,25.1644
16450,kidney,TUHR10TKB,Gemcitabine,All,CTRP2,5.59973,11.6833,2.17565,0.450024,10.9617
16451,kidney,TUHR10TKB,GMX-1778,All,CTRP2,1.01459,15.4812,-8.21119,0.395239,19.2086
16452,kidney,TUHR10TKB,gossypol,All,CTRP2,3.74861,4.29333,3.67137,0.845463,3.30709
16453,kidney,TUHR10TKB,GSK-3 inhibitor IX,All,CTRP2,3.48305,5.01142,3.44889,0.975452,17.1792
16454,kidney,TUHR10TKB,GSK1059615,All,CTRP2,2.11617,8.44963,0.545947,0.734167,25.1542
16455,kidney,TUHR10TKB,GSK2636771,All,CTRP2,6.32466,9.04284,4.77186,0.443604,4.83188
16456,kidney,TUHR10TKB,GSK4112,All,CTRP2,7.10894,13.1278,3.34599,0.40405,9.39447
16457,kidney,TUHR10TKB,GSK461364,All,CTRP2,-1.69612,8.41451,-3.15126,0.84319,51.0548
16458,kidney,TUHR10TKB,GW-405833,All,CTRP2,4.6939,6.07585,4.66361,0.975923,15.6749
16459,kidney,TUHR10TKB,GW843682X,All,CTRP2,7.10011,15.5251,1.40279,0.369088,11.4694
16460,kidney,TUHR10TKB,HBX-41108,All,CTRP2,4.32522,6.03222,4.17152,0.901401,11.9907
16461,kidney,TUHR10TKB,HC-067047,All,CTRP2,4.51208,5.8102,4.42977,0.93045,10.4922
16462,kidney,TUHR10TKB,HLI 373,All,CTRP2,6.13529,7.40563,4.60142,0.131603,0.543508
16463,kidney,TUHR10TKB,hyperforin,All,CTRP2,7.57419,8.89237,5.60558,0.072428,0.300499
16464,kidney,TUHR10TKB,I-BET-762,All,CTRP2,7.45025,8.82361,5.57902,0.0954163,0.41758
16465,kidney,TUHR10TKB,I-BET151,All,CTRP2,5.63468,8.69741,4.36267,0.572959,7.90133
16466,kidney,TUHR10TKB,Ibrutinib,All,CTRP2,4.51367,5.15507,4.5106,0.994748,10.2082
16467,kidney,TUHR10TKB,IC-87114,All,CTRP2,6.63619,11.9994,3.54459,0.439682,9.39227
16468,kidney,TUHR10TKB,Idelalisib,All,CTRP2,6.72588,10.0817,4.56168,0.390264,5.0336
16469,kidney,TUHR10TKB,ifosfamide,All,CTRP2,7.21073,12.0753,3.93702,0.371263,6.83469
16470,kidney,TUHR10TKB,Imatinib,All,CTRP2,4.74565,5.20666,4.74479,0.997954,18.592
16471,kidney,TUHR10TKB,importazole,All,CTRP2,8.83924,10.3698,7.10106,0.152382,0.76772
16472,kidney,TUHR10TKB,indisulam,All,CTRP2,6.41843,13.1172,2.08801,0.389196,9.919
16473,kidney,TUHR10TKB,IPR-456,All,CTRP2,7.12961,18.0731,0.908806,0.445742,18.2959
16474,kidney,TUHR10TKB,isoevodiamine,All,CTRP2,5.21477,10.4044,2.50502,0.481974,10.3242
16475,kidney,TUHR10TKB,isonicotinohydroxamic acid,All,CTRP2,6.35668,7.61743,4.61825,0.0922,0.396164
16476,kidney,TUHR10TKB,ISOX,All,CTRP2,2.61906,3.55749,2.61615,0.996593,16.1676
16477,kidney,TUHR10TKB,ISOX:bortezomib (250:1 mol/mol),All,CTRP2,1.92296,2.62617,1.92222,0.998846,14.4088
16478,kidney,TUHR10TKB,itraconazole,All,CTRP2,5.63154,8.52721,2.98416,0.236558,2.36753
16479,kidney,TUHR10TKB,IU1,All,CTRP2,6.47582,7.64127,4.65918,0.0630525,0.246572
16480,kidney,TUHR10TKB,JQ-1:carboplatin (1:1 mol/mol),All,CTRP2,5.99781,8.76408,4.64554,0.50925,5.97037
16481,kidney,TUHR10TKB,JQ-1:MK-0752 (1:1 mol/mol),All,CTRP2,6.06024,9.28827,4.43564,0.497304,6.73126
16482,kidney,TUHR10TKB,JQ-1:navitoclax (2:1 mol/mol),All,CTRP2,-3.36258,1.62473,-3.44686,0.981438,59.1974
16483,kidney,TUHR10TKB,JQ-1:UNC0638 (2:1 mol/mol),All,CTRP2,3.94059,5.60429,3.79569,0.904606,11.8417
16484,kidney,TUHR10TKB,JQ-1:vorinostat (2:1 mol/mol),All,CTRP2,2.9721,4.3006,2.9577,0.988095,17.8307
16485,kidney,TUHR10TKB,JQ1,All,CTRP2,5.38115,5.97959,5.33718,0.919469,4.57099
16486,kidney,TUHR10TKB,JW-480,All,CTRP2,6.73078,18.3523,0.452691,0.467603,20.4454
16487,kidney,TUHR10TKB,JW-55,All,CTRP2,5.97142,8.39948,4.06223,0.301769,2.83323
16488,kidney,TUHR10TKB,JW-74,All,CTRP2,5.94828,11.2185,3.37681,0.510017,11.3679
16489,kidney,TUHR10TKB,KH-CB19,All,CTRP2,4.79261,6.50253,3.40483,0.287797,1.75791
16490,kidney,TUHR10TKB,KHS101,All,CTRP2,5.54699,5.99763,5.51358,0.91873,3.68376
16491,kidney,TUHR10TKB,Ko-143,All,CTRP2,7.14996,16.8553,2.21181,0.492779,19.0961
16492,kidney,TUHR10TKB,KPT185,All,CTRP2,0.152707,3.36625,0.101537,0.982508,39.4041
16493,kidney,TUHR10TKB,KU 0060648,All,CTRP2,1.06138,4.49886,0.833508,0.9273,27.313
16494,kidney,TUHR10TKB,KU-55933,All,CTRP2,4.40748,7.15635,3.86689,0.787247,12.8989
16495,kidney,TUHR10TKB,KU-60019,All,CTRP2,5.12339,8.2232,4.11679,0.657648,10.0743
16496,kidney,TUHR10TKB,KW-2449,All,CTRP2,4.58405,5.2842,4.5776,0.989878,9.75063
16497,kidney,TUHR10TKB,KX2-391,All,CTRP2,2.18966,12.1826,-0.625134,0.700057,33.9842
16498,kidney,TUHR10TKB,L-685458,All,CTRP2,7.47725,8.48485,4.88996,0.0070666,0.0216262
16499,kidney,TUHR10TKB,LBH-589,All,CTRP2,-3.16768,-0.2348,-3.17036,0.998995,61.2664
16500,kidney,TUHR10TKB,LE-135,All,CTRP2,3.19254,4.7528,1.50859,0.170759,1.2048
16501,kidney,TUHR10TKB,leptomycin B,All,CTRP2,-13.2272,3.19166,-14.2826,0.929497,81.3308
16502,kidney,TUHR10TKB,Linifanib,All,CTRP2,2.8751,5.3073,2.75542,0.945992,21.5236
16503,kidney,TUHR10TKB,Linsitinib,All,CTRP2,6.81823,8.25299,4.57054,0.0620071,0.278475
16504,kidney,TUHR10TKB,lomeguatrib,All,CTRP2,6.30638,8.33041,5.1117,0.429376,3.44302
16505,kidney,TUHR10TKB,lovastatin acid,All,CTRP2,2.02165,5.18807,1.93465,0.969824,33.7296
16506,kidney,TUHR10TKB,LRRK2-IN-1,All,CTRP2,5.07635,6.2161,4.93651,0.86602,6.94636
16507,kidney,TUHR10TKB,LY-2183240,All,CTRP2,5.28831,9.15338,3.18946,0.46539,15.3548
16508,kidney,TUHR10TKB,manumycin A,All,CTRP2,4.85522,17.5337,-1.44962,0.502239,24.0636
16509,kidney,TUHR10TKB,marinopyrrole A,All,CTRP2,1.48573,2.42728,1.48571,0.999976,30.3706
16510,kidney,TUHR10TKB,Masitinib,All,CTRP2,4.21631,4.95428,4.21342,0.995692,12.1886
16511,kidney,TUHR10TKB,Mdivi-1,All,CTRP2,6.88879,22.435,-1.45831,0.4702,25.1793
16512,kidney,TUHR10TKB,Merck60,All,CTRP2,6.75321,7.707,4.73929,0.0191412,0.055892
16513,kidney,TUHR10TKB,Methotrexate,All,CTRP2,7.26501,8.7234,5.53355,0.137172,0.652414
16514,kidney,TUHR10TKB,methylstat,All,CTRP2,3.39246,4.08347,3.39232,0.999782,17.6681
16515,kidney,TUHR10TKB,MGCD-265,All,CTRP2,6.45724,9.7082,4.54415,0.430691,5.55255
16516,kidney,TUHR10TKB,MI-1,All,CTRP2,6.58477,7.96987,4.58064,0.0799127,0.349782
16517,kidney,TUHR10TKB,MIRA-1,All,CTRP2,5.50115,6.0544,5.44878,0.896367,3.80266
16518,kidney,TUHR10TKB,mitomycin,All,CTRP2,2.66684,4.04999,2.65582,0.991244,19.851
16519,kidney,TUHR10TKB,MK-0752,All,CTRP2,7.88595,9.35588,5.55969,0.059933,0.275457
16520,kidney,TUHR10TKB,MK-1775,All,CTRP2,4.18758,14.5126,-0.42139,0.545458,23.1803
16521,kidney,TUHR10TKB,MK-2206,All,CTRP2,4.55872,5.10333,4.49717,0.876474,3.45335
16522,kidney,TUHR10TKB,ML006,All,CTRP2,10.3947,11.5591,8.66201,0.0732417,0.268429
16523,kidney,TUHR10TKB,ML030,All,CTRP2,4.0712,14.0335,-0.284895,0.553455,24.3157
16524,kidney,TUHR10TKB,ML050,All,CTRP2,6.41736,8.58366,5.0706,0.40654,3.42729
16525,kidney,TUHR10TKB,ML162,All,CTRP2,-0.0159674,2.42364,-0.0390148,0.989622,33.7891
16526,kidney,TUHR10TKB,ML203,All,CTRP2,6.95735,7.94246,4.89416,0.0198682,0.0598327
16527,kidney,TUHR10TKB,ML210,All,CTRP2,-0.210638,2.59306,-0.251503,0.983988,35.1429
16528,kidney,TUHR10TKB,ML239,All,CTRP2,7.86937,9.20548,5.60796,0.0473737,0.196615
16529,kidney,TUHR10TKB,ML258,All,CTRP2,7.22254,8.66916,5.53522,0.143141,0.727812
16530,kidney,TUHR10TKB,ML311,All,CTRP2,4.27163,7.21583,3.69944,0.78968,13.0488
16531,kidney,TUHR10TKB,ML320,All,CTRP2,6.25507,11.5442,3.46804,0.478134,10.4008
16532,kidney,TUHR10TKB,ML334 diastereomer,All,CTRP2,8.39265,9.30418,6.72725,0.0354669,0.10019
16533,kidney,TUHR10TKB,MLN2238,All,CTRP2,1.53446,5.43117,1.10169,0.878589,24.895
16534,kidney,TUHR10TKB,momelotinib,All,CTRP2,2.87549,4.47663,2.85689,0.987241,21.174
16535,kidney,TUHR10TKB,N9-isopropylolomoucine,All,CTRP2,5.50613,7.52079,5.34331,0.911448,15.8488
16536,kidney,TUHR10TKB,nakiterpiosin,All,CTRP2,5.28973,12.1929,1.6725,0.480487,13.5445
16537,kidney,TUHR10TKB,narciclasine,All,CTRP2,-2.59162,4.78911,-3.2207,0.906635,50.7035
16538,kidney,TUHR10TKB,Navitoclax,All,CTRP2,-3.61621,-0.938467,-3.6182,0.999181,57.6606
16539,kidney,TUHR10TKB,navitoclax:birinapant (1:1 mol/mol),All,CTRP2,-4.09709,-0.636306,-4.10656,0.996993,60.6837
16540,kidney,TUHR10TKB,navitoclax:gemcitabine (1:1 mol/mol),All,CTRP2,-3.97836,-0.432432,-3.99036,0.996282,59.891
16541,kidney,TUHR10TKB,navitoclax:MST-312 (1:1 mol/mol),All,CTRP2,-3.62637,1.61944,-3.74952,0.974213,57.1011
16542,kidney,TUHR10TKB,navitoclax:piperlongumine (1:1 mol/mol),All,CTRP2,-3.96426,0.371986,-4.00494,0.989695,59.5394
16543,kidney,TUHR10TKB,navitoclax:pluripotin (1:1 mol/mol),All,CTRP2,-4.36486,-1.8394,-4.3655,0.999722,62.6296
16544,kidney,TUHR10TKB,navitoclax:PLX-4032 (1:1 mol/mol),All,CTRP2,-3.71429,-0.52817,-3.72118,0.997625,58.2458
16545,kidney,TUHR10TKB,navitoclax:sorafenib (1:1 mol/mol),All,CTRP2,-2.75792,0.261118,-2.76398,0.997795,55.8665
16546,kidney,TUHR10TKB,necrostatin-1,All,CTRP2,9.64631,12.4302,7.82732,0.384435,4.09415
16547,kidney,TUHR10TKB,necrostatin-7,All,CTRP2,7.78056,8.94626,5.66669,0.0365272,0.131522
16548,kidney,TUHR10TKB,necrosulfonamide,All,CTRP2,4.58713,5.07773,4.58648,0.998538,9.71069
16549,kidney,TUHR10TKB,Nelarabine,All,CTRP2,6.3377,7.42674,4.68293,0.06854,0.251187
16550,kidney,TUHR10TKB,neratinib,All,CTRP2,5.76527,17.3097,-0.49836,0.465753,20.2331
16551,kidney,TUHR10TKB,niclosamide,All,CTRP2,1.87137,4.25383,1.76097,0.949133,29.326
16552,kidney,TUHR10TKB,Nilotinib,All,CTRP2,7.86641,9.16165,5.62254,0.0434868,0.174609
16553,kidney,TUHR10TKB,NPC-26,All,CTRP2,3.13206,25.3269,-6.55939,0.553986,37.6516
16554,kidney,TUHR10TKB,NSC 74859,All,CTRP2,9.55569,12.5157,7.7183,0.407217,4.69147
16555,kidney,TUHR10TKB,NSC23766,All,CTRP2,8.52516,9.01486,8.4864,0.91327,3.88787
16556,kidney,TUHR10TKB,NSC30930,All,CTRP2,6.69127,9.52908,4.80733,0.377339,4.07634
16557,kidney,TUHR10TKB,NSC48300,All,CTRP2,6.37337,11.3085,3.68122,0.463449,9.30014
16558,kidney,TUHR10TKB,NSC632839,All,CTRP2,3.10076,3.90205,3.09724,0.995178,17.6691
16559,kidney,TUHR10TKB,NSC95397,All,CTRP2,5.57367,8.71984,3.62696,0.40863,5.01101
16560,kidney,TUHR10TKB,Nutlin-3a,All,CTRP2,6.55316,7.15097,6.51116,0.922967,4.64216
16561,kidney,TUHR10TKB,NVP-231,All,CTRP2,7.22572,12.4966,3.74199,0.379317,7.60353
16562,kidney,TUHR10TKB,NVP-ADW742,All,CTRP2,3.73056,4.29723,3.73049,0.999873,15.4153
16563,kidney,TUHR10TKB,NVP-BSK805,All,CTRP2,4.03087,5.10801,4.015,0.983815,13.4677
16564,kidney,TUHR10TKB,NVP-TAE684,All,CTRP2,2.74468,4.11003,2.73857,0.995083,22.0036
16565,kidney,TUHR10TKB,Obatoclax Mesylate,All,CTRP2,0.201918,4.32688,0.0418271,0.957388,39.3737
16566,kidney,TUHR10TKB,Olaparib,All,CTRP2,7.99542,9.85149,6.48804,0.287509,1.90589
16567,kidney,TUHR10TKB,oligomycin A,All,CTRP2,3.66096,4.80153,3.59332,0.934935,9.44927
16568,kidney,TUHR10TKB,omacetaxine mepesuccinate,All,CTRP2,1.04009,4.88539,0.85022,0.945807,33.9507
16569,kidney,TUHR10TKB,OSI-027,All,CTRP2,5.01557,7.89537,4.16589,0.68675,10.1352
16570,kidney,TUHR10TKB,OSI-930,All,CTRP2,3.739,5.78615,3.59397,0.922328,15.8607
16571,kidney,TUHR10TKB,ouabain,All,CTRP2,9.20961,10.8141,7.49708,0.174906,0.934429
16572,kidney,TUHR10TKB,Oxaliplatin,All,CTRP2,6.96637,8.12296,5.63574,0.147857,0.561101
16573,kidney,TUHR10TKB,PAC-1,All,CTRP2,5.04751,7.2493,3.94454,0.499223,4.61708
16574,kidney,TUHR10TKB,Paclitaxel,All,CTRP2,4.73656,39.7375,-11.904,0.520514,40.5624
16575,kidney,TUHR10TKB,palmostatin B,All,CTRP2,6.68112,8.16273,5.45716,0.280041,1.47601
16576,kidney,TUHR10TKB,pandacostat,All,CTRP2,7.07898,8.24338,4.6714,0.0210562,0.0751333
16577,kidney,TUHR10TKB,parbendazole,All,CTRP2,8.0283,28.0404,-3.34716,0.445759,35.5632
16578,kidney,TUHR10TKB,Parthenolide,All,CTRP2,7.82187,8.80247,5.73091,0.0182929,0.054893
16579,kidney,TUHR10TKB,Pazopanib,All,CTRP2,6.96651,8.65611,5.40343,0.231623,1.34978
16580,kidney,TUHR10TKB,PD 153035,All,CTRP2,3.82493,4.39387,3.8203,0.991071,8.13975
16581,kidney,TUHR10TKB,PD318088,All,CTRP2,7.43938,8.91535,5.53794,0.111386,0.528493
16582,kidney,TUHR10TKB,PDMP,All,CTRP2,5.87492,6.68959,5.8156,0.920176,6.67265
16583,kidney,TUHR10TKB,Pevonedistat,All,CTRP2,0.589189,12.5564,-2.77991,0.70021,38.643
16584,kidney,TUHR10TKB,PF-184,All,CTRP2,6.51929,9.48369,4.7027,0.412898,4.78667
16585,kidney,TUHR10TKB,PF-573228,All,CTRP2,4.27436,6.25274,4.05203,0.877163,12.5784
16586,kidney,TUHR10TKB,PF-750,All,CTRP2,6.79303,8.79309,5.93931,0.562654,5.38872
16587,kidney,TUHR10TKB,PHA-793887,All,CTRP2,2.90122,6.02265,2.62007,0.901369,21.9208
16588,kidney,TUHR10TKB,phloretin,All,CTRP2,8.36792,9.23032,8.28435,0.893938,5.87088
16589,kidney,TUHR10TKB,PI-103,All,CTRP2,3.65298,8.3925,2.18827,0.672954,16.0042
16590,kidney,TUHR10TKB,Pictilisib,All,CTRP2,4.38148,6.49219,4.09022,0.84955,12.122
16591,kidney,TUHR10TKB,pifithrin-alpha,All,CTRP2,8.69701,13.4936,5.69584,0.403702,7.52245
16592,kidney,TUHR10TKB,pifithrin-mu,All,CTRP2,6.672,7.70727,4.71041,0.0306387,0.0976797
16593,kidney,TUHR10TKB,PIK-93,All,CTRP2,5.27222,8.15727,4.2913,0.642924,9.00825
16594,kidney,TUHR10TKB,Piperlongumine,All,CTRP2,2.38251,3.52873,2.37621,0.993956,17.7549
16595,kidney,TUHR10TKB,piperlongumine:MST-312 (1:1 mol/mol),All,CTRP2,3.00448,4.66961,2.90817,0.936539,13.9212
16596,kidney,TUHR10TKB,pitstop2,All,CTRP2,5.81289,6.49067,5.60779,0.679283,2.33703
16597,kidney,TUHR10TKB,PL-DI,All,CTRP2,2.51282,4.78858,2.44652,0.968006,27.4405
16598,kidney,TUHR10TKB,Platin,All,CTRP2,5.97686,7.47733,4.48902,0.203353,1.10813
16599,kidney,TUHR10TKB,pluripotin,All,CTRP2,4.10587,10.3315,1.58305,0.58206,16.3371
16600,kidney,TUHR10TKB,PLX-4032,All,CTRP2,5.92587,8.38743,4.03809,0.312852,2.80039
16601,kidney,TUHR10TKB,PLX-4720,All,CTRP2,6.69326,7.96563,4.62645,0.0548162,0.217493
16602,kidney,TUHR10TKB,PRIMA-1,All,CTRP2,0.975709,2.26628,-1.04767,0.0618464,0.536161
16603,kidney,TUHR10TKB,PRIMA-1MET,All,CTRP2,4.53236,5.26583,4.41263,0.822574,3.84565
16604,kidney,TUHR10TKB,PRL-3 Inhibitor I,All,CTRP2,8.25168,9.56056,6.57279,0.112679,0.476267
16605,kidney,TUHR10TKB,procarbazine,All,CTRP2,7.22336,11.0607,4.43778,0.337363,4.78706
16606,kidney,TUHR10TKB,prochlorperazine,All,CTRP2,4.65153,5.06017,4.65133,0.999441,9.28013
16607,kidney,TUHR10TKB,purmorphamine,All,CTRP2,7.14993,12.1289,4.71271,0.508703,10.7207
16608,kidney,TUHR10TKB,PX-12,All,CTRP2,6.81967,10.2952,4.96258,0.472241,6.72773
16609,kidney,TUHR10TKB,PYR-41,All,CTRP2,0.696412,1.80051,-2.29303,0.00520224,0.0373224
16610,kidney,TUHR10TKB,pyrazolanthrone,All,CTRP2,6.72514,11.787,3.71883,0.426659,8.52069
16611,kidney,TUHR10TKB,Quizartinib,All,CTRP2,7.43795,13.2754,3.51422,0.371792,8.19143
16612,kidney,TUHR10TKB,R428,All,CTRP2,2.63948,3.20311,2.63948,0.999998,22.684
16613,kidney,TUHR10TKB,RAF265,All,CTRP2,7.59242,8.83866,5.63304,0.061267,0.238905
16614,kidney,TUHR10TKB,Rapamycin,All,CTRP2,8.31,20.8844,-0.346696,0.361093,15.5475
16615,kidney,TUHR10TKB,Regorafenib,All,CTRP2,7.46309,8.4944,5.70777,0.0464166,0.148621
16616,kidney,TUHR10TKB,Repligen 136,All,CTRP2,7.66965,8.85989,5.6556,0.0474135,0.1753
16617,kidney,TUHR10TKB,RG-108,All,CTRP2,9.73007,11.3759,7.51749,0.0991151,0.52038
16618,kidney,TUHR10TKB,rigosertib,All,CTRP2,4.30637,15.1716,-0.0378023,0.586975,26.9544
16619,kidney,TUHR10TKB,RITA,All,CTRP2,7.66586,20.8637,-0.801069,0.392591,17.8797
16620,kidney,TUHR10TKB,Ruxolitinib,All,CTRP2,6.08594,7.76621,5.21786,0.486422,3.39488
16621,kidney,TUHR10TKB,salermide,All,CTRP2,5.16356,5.93611,5.16353,0.99995,23.164
16622,kidney,TUHR10TKB,salermide:PLX-4032 (12:1 mol/mol),All,CTRP2,7.71295,16.3306,3.4496,0.50436,17.7527
16623,kidney,TUHR10TKB,Saracatinib,All,CTRP2,5.32904,6.24224,5.20195,0.848284,5.22139
16624,kidney,TUHR10TKB,SB-225002,All,CTRP2,5.66533,9.95808,3.20354,0.441928,7.57319
16625,kidney,TUHR10TKB,SB-431542,All,CTRP2,6.034,6.82776,5.64401,0.507194,1.70311
16626,kidney,TUHR10TKB,SB-525334,All,CTRP2,8.53298,24.3554,-1.12892,0.414454,21.6288
16627,kidney,TUHR10TKB,SB-743921,All,CTRP2,2.3883,34.2875,-11.8456,0.545611,41.9015
16628,kidney,TUHR10TKB,SCH-529074,All,CTRP2,2.83459,3.72978,2.7986,0.955856,9.04608
16629,kidney,TUHR10TKB,SCH-79797,All,CTRP2,1.49271,2.26672,1.49269,0.999974,24.7162
16630,kidney,TUHR10TKB,Selisistat,All,CTRP2,7.60658,8.85128,5.90067,0.0938297,0.371488
16631,kidney,TUHR10TKB,Selumetinib,All,CTRP2,7.20538,8.50928,6.98058,0.812825,6.61856
16632,kidney,TUHR10TKB,selumetinib:BRD-A02303741 (4:1 mol/mol),All,CTRP2,7.03791,9.74749,5.91796,0.574745,7.0181
16633,kidney,TUHR10TKB,selumetinib:decitabine (4:1 mol/mol),All,CTRP2,6.79846,9.8462,5.65069,0.608365,8.65409
16634,kidney,TUHR10TKB,selumetinib:GDC-0941 (4:1 mol/mol),All,CTRP2,3.76571,5.34035,3.75689,0.993845,24.2808
16635,kidney,TUHR10TKB,selumetinib:JQ-1 (4:1 mol/mol),All,CTRP2,3.79267,4.63295,3.79261,0.999922,24.0721
16636,kidney,TUHR10TKB,selumetinib:MK-2206 (8:1 mol/mol),All,CTRP2,4.41949,6.92121,4.24111,0.921824,19.3556
16637,kidney,TUHR10TKB,selumetinib:navitoclax (8:1 mol/mol),All,CTRP2,1.90069,4.5277,1.87326,0.988529,35.6271
16638,kidney,TUHR10TKB,selumetinib:piperlongumine (8:1 mol/mol),All,CTRP2,5.36494,7.44948,5.13044,0.877034,13.2619
16639,kidney,TUHR10TKB,selumetinib:PLX-4032 (8:1 mol/mol),All,CTRP2,5.69801,8.69583,5.01373,0.754358,12.7749
16640,kidney,TUHR10TKB,selumetinib:tretinoin (2:1 mol/mol),All,CTRP2,9.13126,10.1713,7.30565,0.0413937,0.133396
16641,kidney,TUHR10TKB,selumetinib:UNC0638 (4:1 mol/mol),All,CTRP2,4.01532,5.77817,3.99231,0.985662,22.6671
16642,kidney,TUHR10TKB,selumetinib:vorinostat (8:1 mol/mol),All,CTRP2,4.5966,6.26047,4.55114,0.969997,17.7102
16643,kidney,TUHR10TKB,semagacestat,All,CTRP2,7.5574,8.81319,5.62834,0.0661584,0.260628
16644,kidney,TUHR10TKB,Sepantronium bromide,All,CTRP2,-0.872888,1.95429,-1.77429,0.663379,9.3537
16645,kidney,TUHR10TKB,Serdemetan,All,CTRP2,4.75699,17.2643,-1.3067,0.51262,24.503
16646,kidney,TUHR10TKB,serdemetan:SCH-529074 (1:1 mol/mol),All,CTRP2,3.62122,4.0811,3.62075,0.998887,9.48297
16647,kidney,TUHR10TKB,SGX-523,All,CTRP2,7.80611,9.01091,5.6534,0.0386833,0.144117
16648,kidney,TUHR10TKB,SID 26681509,All,CTRP2,2.17802,6.78525,1.95611,0.947134,46.7624
16649,kidney,TUHR10TKB,sildenafil,All,CTRP2,10.3139,11.6476,8.59243,0.110801,0.474711
